,Name,latitude,longitude
4,Inihaw Atbp. - UST [Available for LONG-DISTANCE DELIVERY],14.611589261386001,120.987806
5,Mr. Mediterranean - UST [Available for LONG-DISTANCE DELIVERY],14.611589261386001,120.987806
6,Citystate Hotel - Quezon Boulevard,14.599413933483214,120.98413149999999
7,Mexi-ko: Fil Mex Kantina - UST [Available for LONG-DISTANCE DELIVERY],14.611589261386001,120.987806
0,Halina Hotel & Restaurant - Rizal Avenue,14.601594265287872,120.98144542327992
1,Belden Milktea - Padre Noval Street [Available for LONG-DISTANCE DELIVERY],14.607526,120.987775
2,Something Healthy - UST [Available for LONG-DISTANCE DELIVERY],14.611589261386001,120.987806
3,Vista Hotel and Restaurant - Recto Street,14.6038780625,120.9812034
4,Gineral's Classics by LA Tenorio - UST [Available for LONG-DISTANCE DELIVERY],14.611589261386001,120.987806
5,Sisig Sa-Wrap - Gastambide Street [Available for LONG-DISTANCE DELIVERY],14.6008133,120.9911537
6,Q Kitchen by CloudEats - UST [Available for LONG-DISTANCE DELIVERY],14.611589261386001,120.987806
7,Lawson - Times Plaza,14.5823512,120.9842853
